Quality Score,Grade,Rank,Ticker,Sector,Price,Market Cap,P1 Return on Capital,P2 Profitability,P3 Balance Sheet,P4 Capital Efficiency,ROIC %,ROE %,Gross Margin %,Op Margin %,FCF Margin %,FCF/NI,Net Debt/EBITDA,D/E,P/E,P/B,EV/EBITDA,Rev Growth %,EPS Growth %,Perf 1M %,Perf 3M %,Beta,Div Yield %
32.0,D,360,WMB,Industrial Services,74.4,90884290902.87,13.0,16.0,0.0,3.0,6.7,20.7,41.6,35.5,7.6,0.34,4.5,2.31,34.9,7.12,18.5,9.8,17.5,10.8,22.5,0.24,2.84
32.0,D,361,KKR,Finance,87.13,77680829415.3,4.0,19.0,1.0,8.0,3.0,8.7,39.5,27.2,46.3,4.02,9.8,1.77,37.4,2.74,30.1,-13.4,-28.8,-15.6,-38.4,1.71,0.82
32.0,D,362,STT,Finance,126.0,35119755390.99,9.0,10.0,3.0,10.0,6.0,11.1,,17.4,19.9,1.46,6.8,1.1,13.4,1.45,,2.0,14.3,-4.5,-2.2,1.27,2.74
32.0,D,363,CHTR,Consumer Services,224.36,31888634155.48,12.0,16.0,0.0,4.0,4.5,31.5,46.3,24.4,8.1,0.89,4.5,6.05,6.2,1.77,6.0,-0.6,3.1,-2.9,4.5,0.83,
32.0,D,364,ATO,Utilities,184.3,30490398814.54,7.0,14.0,6.0,5.0,5.5,9.2,42.4,33.2,-34.6,-1.36,3.9,0.67,24.0,2.13,16.8,16.4,9.9,7.6,10.1,0.03,2.18
32.0,D,365,L,Finance,108.78,22414432136.12,7.0,8.0,6.0,11.0,6.2,9.3,,14.3,16.9,1.87,3.1,0.53,13.6,1.2,,5.4,24.7,-3.6,5.7,0.43,0.23
32.0,D,366,GIS,Consumer Non-Durables,40.66,21695447245.47,18.0,10.0,2.0,2.0,11.7,27.3,33.9,15.7,9.1,0.78,3.7,1.47,8.8,2.33,9.9,-5.7,0.8,-15.2,-11.5,-0.02,5.77
31.0,D,367,NEE,Utilities,91.66,190975625923.22,9.0,17.0,1.0,4.0,5.1,13.1,36.2,26.9,12.1,0.47,6.8,1.76,27.8,3.5,20.8,8.7,-2.2,2.6,12.8,0.39,2.72
31.0,D,368,NEE/PV,Utilities,49.91,190725603284.0,9.0,17.0,1.0,4.0,5.1,13.1,36.2,26.9,12.1,0.47,6.8,1.76,15.1,1.9,20.8,8.7,-2.2,1.0,1.0,0.39,2.72
31.0,D,369,JCI,Producer Manufacturing,134.99,82622812728.93,9.0,10.0,10.0,2.0,8.1,13.1,36.4,13.1,5.5,0.72,2.3,0.74,25.4,6.26,23.1,-6.4,103.0,-0.7,17.1,1.07,1.19
31.0,D,370,CI,Health Services,260.87,68746625598.17,9.0,2.0,8.0,12.0,8.4,14.4,,3.7,3.1,1.41,2.6,0.75,11.8,1.65,,12.5,81.3,-11.6,-1.5,0.21,2.38
31.0,D,371,TRGP,Utilities,236.52,50840399408.39,18.0,10.0,1.0,2.0,10.1,65.1,22.5,20.4,3.4,0.32,3.4,5.71,27.8,16.55,13.6,3.4,47.9,12.0,30.2,0.58,1.72
31.0,D,372,AER,Finance,141.02,23532929729.36,13.0,18.0,0.0,0.0,6.0,21.1,56.4,49.2,-9.5,-0.19,6.6,2.38,6.6,1.28,10.3,-1.7,98.3,0.5,1.4,0.81,0.86
31.0,D,373,NI,Utilities,46.26,22136943007.92,6.0,18.0,1.0,6.0,4.1,10.2,58.6,27.6,-6.3,-0.45,5.7,1.72,23.7,2.34,13.5,21.8,20.6,5.0,11.9,0.26,2.58
30.0,D,374,COF,Finance,182.02,113203983126.98,2.0,6.0,7.0,15.0,1.6,2.3,,3.3,37.8,10.77,19.1,0.46,61.7,1.0,,29.8,-74.6,-17.8,-23.4,0.21,6.47
30.0,D,375,USB,Finance,52.23,81149532866.61,9.0,12.0,1.0,8.0,6.8,12.2,,23.8,18.9,1.06,6.6,1.22,11.3,1.39,,1.4,21.9,-13.6,-2.0,1.23,4.0
30.0,D,376,MDLZ,Consumer Non-Durables,55.36,70962973663.51,7.0,8.0,4.0,11.0,5.6,9.3,30.9,12.3,8.4,1.32,3.2,0.85,29.3,2.75,14.8,5.8,-44.8,-7.7,2.3,0.17,3.53
30.0,D,377,D,Utilities,62.21,54669254547.18,6.0,18.0,1.0,5.0,4.3,10.6,55.2,29.3,-43.6,-2.43,7.0,1.71,18.1,1.95,14.8,16.6,27.1,-0.1,7.2,0.16,4.26
30.0,D,378,OKE,Industrial Services,85.76,54010244335.25,11.0,9.0,1.0,9.0,6.7,17.2,18.3,17.2,7.3,0.72,4.5,1.47,15.8,2.4,11.9,55.0,4.6,5.1,16.3,0.6,5.05
30.0,D,379,TGT,Retail Trade,118.78,53784342822.6,16.0,4.0,8.0,2.0,11.1,24.0,25.4,4.4,2.7,0.77,1.9,1.23,14.6,3.33,9.0,-1.7,-8.2,3.0,25.3,0.73,3.78
30.0,D,380,VTR,Finance,85.81,41866318164.0,2.0,12.0,3.0,13.0,1.1,2.2,19.4,15.8,22.6,5.24,5.7,1.06,158.3,3.25,24.8,18.5,184.8,2.9,10.4,0.18,2.42
30.0,D,381,EIX,Utilities,71.53,27524095508.3,15.0,12.0,0.0,3.0,8.8,27.9,31.3,27.1,-3.7,-0.16,5.0,2.36,6.2,1.61,8.4,9.8,250.1,12.3,23.9,0.43,4.94
29.0,D,382,CARR,Producer Manufacturing,58.69,49055677107.87,9.0,8.0,4.0,8.0,5.7,10.4,26.0,10.0,9.8,1.41,3.2,0.9,34.4,3.55,17.4,-9.4,-59.2,-7.9,9.2,1.28,1.64
29.0,D,383,STLD,Non-Energy Minerals,184.26,26696031476.08,9.0,3.0,14.0,3.0,9.4,13.3,13.0,8.1,2.8,0.42,1.8,0.49,23.0,2.98,14.9,3.6,-18.3,-8.3,7.6,1.28,1.16
29.0,D,384,NTRS,Finance,140.9,26183134702.98,9.0,11.0,1.0,8.0,9.1,13.4,,16.3,38.1,3.17,6.1,1.32,16.1,2.17,,-7.4,-10.5,-7.1,2.3,1.15,2.32
29.0,D,385,LEN,Consumer Durables,96.57,23729864196.21,7.0,4.0,18.0,0.0,7.4,8.3,17.6,7.7,0.9,0.15,0.9,0.28,12.1,1.09,9.6,-3.8,-44.3,-15.5,-19.7,0.67,2.03
28.0,D,386,BAC,Finance,48.52,348212626741.73,9.0,11.0,0.0,8.0,5.3,10.2,,18.1,22.4,1.42,17.1,2.37,12.7,1.26,,-1.8,18.9,-14.0,-10.1,1.38,2.31
28.0,D,387,WELL,Finance,205.33,144937150659.0,2.0,6.0,5.0,15.0,1.7,2.5,20.9,4.3,19.5,2.25,6.4,0.51,,3.39,63.6,35.6,-186.2,4.6,7.9,0.24,1.42
28.0,D,388,LITE,Producer Manufacturing,672.0,47980801025.0,18.0,3.0,0.0,7.0,11.5,29.3,30.6,0.6,-1.8,-1.14,8.3,3.92,205.5,56.67,193.2,48.9,,20.7,84.0,2.11,
28.0,D,389,PEG,Utilities,82.31,41051279405.57,9.0,13.0,1.0,5.0,5.7,12.8,25.2,25.2,0.2,0.01,5.3,1.43,19.5,2.41,14.3,19.6,19.0,2.3,4.7,0.22,3.22
28.0,D,390,SYY,Distribution Services,84.56,40498377392.7,18.0,3.0,1.0,6.0,11.9,83.6,18.3,4.2,2.2,0.96,3.0,6.56,22.7,17.74,11.9,2.6,-4.5,-2.3,14.5,0.21,2.56
28.0,D,391,NUE,Non-Energy Minerals,171.81,39133954479.64,7.0,2.0,16.0,3.0,6.4,8.4,12.0,8.3,-0.6,-0.11,1.1,0.35,22.8,1.87,10.8,5.7,-10.3,-10.4,4.8,1.23,1.31
27.0,D,392,UNH,Health Services,285.25,258914530653.79,9.0,2.0,4.0,12.0,7.1,12.9,,4.2,3.6,1.33,3.6,0.88,21.6,2.75,,11.8,-15.1,4.0,-13.7,0.2,3.13
27.0,D,393,DE,Producer Manufacturing,594.04,160454514316.84,11.0,14.0,0.0,2.0,7.2,19.7,37.4,21.1,7.8,0.71,4.5,2.39,33.5,6.1,17.7,-2.7,-21.4,2.4,25.9,0.8,1.09
27.0,D,394,FDX,Transportation,361.39,84971035483.08,11.0,4.0,4.0,8.0,7.0,15.9,22.1,7.1,4.9,1.06,2.9,1.34,19.9,3.02,10.9,3.1,15.6,-1.8,27.0,1.1,1.61
27.0,D,395,COHR,Electronic Technology,251.41,47134816392.87,2.0,8.0,12.0,5.0,2.5,3.6,37.2,11.8,-1.8,-2.1,2.1,0.42,248.8,5.52,39.9,18.6,,10.8,30.5,2.11,
27.0,D,396,UAL,Transportation,90.68,29328669986.91,13.0,5.0,5.0,4.0,8.0,24.0,28.8,8.4,4.3,0.76,2.4,2.03,8.9,1.92,6.1,3.5,8.5,-21.5,-15.9,1.85,
27.0,D,397,CFG,Finance,58.51,24865792669.49,4.0,10.0,7.0,6.0,5.0,7.2,,19.3,16.9,1.11,4.4,0.47,15.1,1.04,,-3.2,27.7,-13.4,1.3,1.28,3.12
27.0,D,398,SW,Process Industries,42.2,22054564660.55,2.0,4.0,6.0,15.0,2.2,3.9,19.4,7.1,4.0,1.77,2.9,0.81,31.9,1.2,7.6,155.8,-58.0,-4.4,12.0,0.86,4.03
26.0,D,399,AEP,Utilities,131.26,70993480653.69,9.0,12.0,1.0,4.0,5.0,12.3,32.5,25.1,-7.5,-0.46,5.6,1.59,19.7,2.28,13.6,10.5,19.2,8.9,14.6,-0.03,2.87
26.0,D,400,ED,Utilities,111.74,40371961825.63,4.0,15.0,3.0,4.0,4.2,8.8,62.0,17.3,0.2,0.02,5.1,1.17,19.8,1.67,12.8,10.9,7.8,4.1,16.8,-0.32,3.19
26.0,D,401,DG,Retail Trade,144.84,31882018756.78,11.0,5.0,0.0,10.0,5.5,16.4,28.0,4.5,5.8,2.08,5.2,2.02,25.0,3.89,16.1,4.9,-4.6,-1.5,14.7,-0.21,1.62
26.0,D,402,MTZ,Industrial Services,303.73,23962725960.32,9.0,2.0,8.0,7.0,7.3,12.9,9.6,4.6,2.0,0.72,2.2,0.86,59.9,7.35,24.5,16.2,146.9,17.1,33.9,1.37,
26.0,D,403,USFD,Distribution Services,91.34,20144301046.93,11.0,3.0,2.0,10.0,7.0,15.3,17.4,3.5,2.4,1.42,3.1,1.33,31.1,4.68,14.1,4.1,45.9,1.1,20.9,0.49,
26.0,D,404,BURL,Retail Trade,303.88,19122259748.36,15.0,7.0,1.0,3.0,9.1,38.4,40.3,7.4,1.5,0.28,3.8,3.32,31.9,,18.8,8.8,22.2,-2.6,12.0,0.59,
25.0,D,405,BK,Finance,117.12,80450587395.14,9.0,9.0,1.0,6.0,7.7,13.0,,16.9,12.8,0.93,9.3,1.73,15.8,2.04,,2.1,27.7,-5.7,-0.6,0.99,1.84
25.0,D,406,CBRE,Finance,132.49,39105557787.26,9.0,3.0,3.0,10.0,7.9,13.4,16.9,3.2,2.9,1.03,4.1,1.15,34.4,4.41,23.7,13.4,22.4,-21.6,-16.0,0.93,
25.0,D,407,ADM,Process Industries,70.83,34083526258.2,2.0,3.0,12.0,8.0,3.5,4.8,5.4,0.9,5.2,3.9,2.2,0.43,31.8,1.5,19.9,-6.0,-38.3,6.8,21.2,0.67,3.0
25.0,D,408,PRU,Finance,94.94,33039120422.64,9.0,5.0,3.0,8.0,6.9,11.9,,7.7,10.3,1.75,5.9,1.02,9.5,1.02,,-13.7,33.8,-7.0,-17.5,0.92,5.87
25.0,D,409,AMCR,Process Industries,42.5,19636940893.23,4.0,5.0,1.0,15.0,3.1,7.7,16.9,8.0,5.3,1.56,5.4,1.38,27.8,1.69,12.5,44.8,-44.5,-11.0,3.2,0.53,6.18
24.0,D,410,GS,Finance,823.76,244453192643.38,6.0,10.0,0.0,8.0,4.3,13.9,,17.5,18.3,1.35,25.0,5.31,16.1,2.22,,-0.2,26.5,-11.3,-7.4,1.4,2.16
24.0,D,411,SBUX,Consumer Services,101.44,115570593103.29,5.0,5.0,4.0,10.0,9.1,,15.7,8.9,6.3,1.26,4.3,,84.5,,26.9,4.3,-61.2,2.4,20.4,1.21,2.46
24.0,D,412,KR,Retail Trade,72.19,45685381106.83,6.0,3.0,5.0,10.0,3.3,14.1,21.0,3.2,2.3,3.3,2.4,4.16,47.0,7.47,7.7,0.4,-58.2,1.3,16.9,-0.33,1.94
24.0,D,413,NRG,Utilities,148.63,31837358474.9,15.0,2.0,0.0,7.0,5.6,41.5,13.3,4.8,2.5,0.89,4.2,9.89,37.6,27.44,15.3,9.2,-21.8,-3.6,-9.9,1.64,1.22
24.0,D,414,AWK,Utilities,134.34,26224333240.73,6.0,14.0,1.0,3.0,4.8,10.5,43.3,36.6,-20.8,-0.96,5.7,1.47,23.6,2.42,15.1,9.7,5.7,8.1,3.6,-0.45,2.49
24.0,D,415,DLTR,Retail Trade,113.25,22520122568.5,13.0,8.0,0.0,3.0,8.8,20.1,38.5,7.7,9.1,,4.1,2.21,,6.56,17.1,-39.3,-182.3,-8.5,-8.6,0.64,
24.0,D,416,TSN,Consumer Non-Durables,59.81,20639120617.9,2.0,2.0,10.0,10.0,0.7,1.1,6.1,2.6,2.0,2.34,2.5,0.46,104.6,1.15,9.9,2.8,-81.1,-8.5,3.2,0.49,3.39
23.0,D,417,MPC,Energy Minerals,226.74,66829378656.52,13.0,2.0,2.0,6.0,8.8,23.1,7.4,4.9,3.6,1.18,3.4,1.98,17.0,3.86,10.7,-4.3,34.1,11.1,20.1,0.95,1.86
23.0,D,418,XPO,Transportation,193.9,22714872590.27,11.0,3.0,1.0,8.0,5.6,18.3,12.0,9.0,4.0,1.04,3.0,2.2,73.3,12.19,21.2,1.1,-18.2,-5.8,28.1,1.57,
22.0,D,419,EPD,Industrial Services,37.2,80417502282.75,11.0,6.0,4.0,1.0,9.4,19.7,12.9,12.4,5.8,0.53,3.7,1.17,14.0,2.7,12.5,-6.5,-1.6,6.4,15.8,0.28,
22.0,D,420,ELV,Health Services,289.79,63958003542.57,9.0,2.0,6.0,5.0,7.7,13.3,,4.1,1.6,0.56,3.4,0.75,11.5,1.46,,12.6,-2.0,-13.3,-15.6,0.39,2.43
22.0,D,421,IRM,Finance,107.59,31882159058.0,2.0,12.0,4.0,4.0,0.9,,40.5,20.1,-13.5,-6.44,7.9,,222.2,,21.2,12.2,-20.2,12.5,25.5,0.92,3.21
22.0,D,422,AEE,Utilities,109.35,30227018854.1,6.0,10.0,1.0,5.0,4.8,11.4,29.6,23.0,-9.3,-0.56,5.4,1.48,20.4,2.26,13.7,15.4,21.0,4.2,11.9,0.16,2.72
22.0,D,423,SUNB,Finance,71.22,29482521777.6,0.0,0.0,19.0,3.0,,,,,,,Net Cash,,,,,,,-2.4,-2.4,1.0,
21.0,D,424,PSX,Energy Minerals,169.5,67926111144.88,11.0,2.0,6.0,2.0,9.2,15.6,4.9,2.5,2.1,0.62,3.1,0.74,15.6,2.34,13.5,-7.6,119.7,6.6,19.4,1.12,3.13
21.0,D,425,WEC,Utilities,113.3,36882704455.52,6.0,10.0,1.0,4.0,5.0,12.0,33.1,24.2,-10.1,-0.64,5.8,1.64,23.4,2.71,15.5,14.0,0.2,2.1,9.4,0.06,3.33
21.0,D,426,ES,Utilities,73.94,27764219762.17,6.0,10.0,1.0,4.0,4.0,10.8,30.1,22.1,-0.3,-0.03,5.6,1.87,16.2,1.71,10.8,13.8,97.9,9.2,9.0,0.28,4.28
20.0,D,427,SO,Utilities,96.26,107752596558.04,6.0,10.0,0.0,4.0,4.4,12.5,29.9,24.7,-12.1,-0.83,5.5,2.06,24.6,2.94,13.7,10.6,-1.9,7.4,13.4,0.01,3.07
20.0,D,428,DUK,Utilities,130.03,101120548827.45,4.0,12.0,1.0,3.0,3.8,9.7,31.6,26.6,-5.2,-0.34,6.2,1.76,20.6,1.99,13.0,6.2,11.1,7.0,13.5,-0.17,3.28
20.0,D,429,SRE,Utilities,92.79,60618234166.1,4.0,10.0,3.0,3.0,2.9,5.8,29.2,23.7,-44.1,-3.29,6.9,1.15,33.8,1.92,18.4,5.8,-37.8,6.1,5.2,0.44,2.83
20.0,D,430,MDLN,Health Technology,42.39,55687467199.07,4.0,4.0,2.0,10.0,4.1,8.5,24.0,7.9,4.4,1.09,3.8,1.21,29.3,3.21,23.1,11.5,-3.6,-11.0,11.1,3.72,
20.0,D,431,ETR,Utilities,103.82,47029405903.93,6.0,10.0,1.0,3.0,4.0,10.9,28.1,23.0,-21.6,-1.57,5.4,1.83,26.5,2.78,14.0,8.4,60.4,6.8,11.7,0.32,2.44
20.0,D,432,CMS,Utilities,75.84,23238961030.2,6.0,10.0,0.0,4.0,4.2,12.3,26.2,20.2,-18.6,-1.48,6.2,2.07,21.5,2.61,14.0,13.6,5.8,4.7,8.4,-0.01,2.98
20.0,D,433,LUV,Transportation,41.85,20561657867.04,2.0,2.0,14.0,2.0,3.0,4.8,18.7,2.8,-3.0,-1.88,1.2,0.75,48.5,2.7,10.0,2.1,21.5,-22.2,4.8,1.61,1.68
19.0,D,434,C,Finance,109.19,191008140444.65,4.0,7.0,0.0,8.0,3.0,6.7,,11.8,13.2,1.58,30.0,3.39,15.7,0.99,,-0.0,17.3,-10.6,-1.9,1.58,2.2
19.0,D,435,DLR,Finance,180.59,62146290135.0,4.0,8.0,3.0,4.0,3.2,5.9,25.3,16.2,-12.6,-0.59,6.4,0.93,50.2,2.8,28.6,11.4,121.2,5.9,12.9,0.59,2.7
19.0,D,436,EVRG,Utilities,81.02,18657415378.36,4.0,12.0,1.0,2.0,3.8,8.5,32.3,25.2,-12.7,-0.88,5.7,1.51,22.1,1.83,12.6,1.7,-3.2,5.7,9.8,0.08,3.39
18.0,D,437,CVS,Retail Trade,75.72,96331830289.06,2.0,2.0,3.0,11.0,1.2,2.3,13.8,3.1,1.9,4.42,4.0,1.06,54.7,1.28,9.6,7.9,-62.2,-2.3,-4.1,0.37,3.49
18.0,D,438,WBD,Consumer Services,27.81,68966838388.19,2.0,5.0,3.0,8.0,1.0,2.1,28.8,4.1,8.3,4.25,4.5,1.02,96.8,1.92,14.2,-5.0,,1.7,-5.5,1.55,
18.0,D,439,EXC,Utilities,48.84,49958071804.67,4.0,10.0,1.0,3.0,3.8,9.9,27.9,21.2,-9.4,-0.82,5.6,1.76,17.9,1.73,11.3,5.3,11.5,10.8,12.3,-0.21,3.43
18.0,D,440,PPLC,Utilities,50.74,28429450325.0,4.0,10.0,1.0,3.0,3.8,8.1,28.3,23.6,-15.5,-1.19,5.1,1.3,32.0,2.56,13.1,6.9,32.6,0.8,0.8,0.08,
18.0,D,441,PPL,Utilities,37.64,28279188959.65,4.0,10.0,1.0,3.0,3.8,8.1,28.3,23.6,-15.5,-1.19,5.1,1.3,23.7,1.9,13.1,6.9,32.6,4.9,13.0,0.08,3.01
17.0,D,442,WFC,Finance,76.88,237223685105.32,9.0,8.0,0.0,0.0,6.3,11.8,,20.7,-11.7,-0.68,14.0,2.37,12.3,1.45,,-1.4,16.5,-18.0,-15.1,1.34,2.3
17.0,D,443,BN,Finance,40.54,99316214916.43,2.0,12.0,0.0,3.0,0.5,2.8,26.4,25.1,,,10.9,5.42,82.4,,15.3,-5.0,153.9,-10.9,-14.6,1.48,0.88
17.0,D,444,ET,Industrial Services,18.75,64505893306.35,6.0,5.0,0.0,6.0,4.4,12.7,12.3,10.9,4.6,0.88,5.2,2.04,15.5,2.08,10.1,3.5,-6.0,5.3,14.0,0.1,7.0
17.0,D,445,DTE,Utilities,146.52,30447407537.33,6.0,5.0,0.0,6.0,4.2,12.2,16.9,13.4,-6.6,-0.69,6.6,2.14,20.8,2.47,14.3,23.8,4.1,8.9,11.5,0.02,6.01
17.0,D,446,CNP,Utilities,42.95,28040834349.26,4.0,10.0,0.0,3.0,3.3,9.6,28.7,22.5,-25.5,-2.27,6.3,2.12,26.7,2.51,14.0,8.3,1.5,7.3,14.8,0.0,2.13
17.0,D,447,FCNCA,Finance,1858.82,21895261141.04,4.0,10.0,1.0,2.0,3.8,9.9,,21.4,9.4,0.62,9.8,1.63,11.2,1.08,,-3.1,-12.5,-13.5,-9.3,0.48,6.62
16.0,D,448,FE,Utilities,50.65,29272299338.4,4.0,8.0,0.0,4.0,2.8,8.2,27.7,18.8,-6.7,-0.99,6.2,2.15,28.7,2.34,13.1,12.0,4.0,8.9,13.1,-0.01,3.67
16.0,D,449,HUM,Health Services,170.95,20615880517.75,4.0,2.0,6.0,4.0,4.1,7.0,,2.1,0.3,0.32,4.0,0.73,17.4,1.17,,10.1,-1.5,-11.4,-33.4,0.91,2.04
15.0,D,450,XEL,Utilities,81.0,50534021620.09,4.0,7.0,1.0,3.0,3.8,9.4,24.5,19.8,-46.5,-3.38,6.0,1.53,23.7,2.14,14.4,8.9,-0.3,7.1,8.5,0.2,2.89
15.0,D,451,BG,Process Industries,122.72,23747434172.57,4.0,1.0,3.0,7.0,4.0,6.3,4.5,1.5,-1.3,-1.09,8.0,1.0,22.6,1.49,22.1,32.4,-32.8,5.7,34.2,0.41,2.34
14.0,D,452,PCG,Utilities,18.14,39871138336.22,4.0,7.0,1.0,2.0,3.1,8.6,19.6,19.6,-12.3,-1.14,6.2,1.88,15.6,1.29,10.3,2.1,1.0,11.4,20.1,0.31,1.1
12.0,D,453,VST,Utilities,159.16,53629637099.79,8.0,4.0,0.0,0.0,4.4,17.7,17.7,8.1,0.8,0.14,4.7,4.0,72.7,20.53,17.5,-12.4,-69.0,6.1,-1.8,1.5,0.55
11.0,D,454,EQIX,Finance,973.43,93938590296.0,4.0,3.0,1.0,3.0,4.1,9.8,31.5,1.5,-4.3,-0.3,7.1,1.61,70.7,6.75,42.1,5.4,61.0,15.0,32.0,0.39,2.16
6.0,D,455,GM,Consumer Durables,74.79,67607759180.11,2.0,2.0,0.0,2.0,1.7,4.3,6.3,1.6,1.0,0.66,6.4,2.15,24.8,1.11,10.7,-1.3,-51.0,-9.1,-6.9,0.79,0.84
